Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Hour,Day_of_Week,Month,Amount_Ratio,Speed_Amount_Ratio,Speed_X_Amount
Bus ,FTG-130-LPO-215,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",88,Not Fraud,3,3,6,1.0,0.25882352941176473,29920
Car,FTG-130-LPO-216,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",63,Not Fraud,19,4,7,1.0,0.63,6300
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",91,Not Fraud,10,2,7,inf,inf,0
Truck,FTG-130-LPO-218,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",55,Fraud,2,3,8,3.4,0.16176470588235295,18700
Van,FTG-130-LPO-219,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",81,Not Fraud,17,1,8,1.0,0.6230769230769231,10530
Sedan,FTG-130-LPO-220,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",57,Fraud,9,2,9,1.2,0.475,6840
SUV,FTG-130-LPO-221,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,Not Fraud,0,0,10,1.0,0.56,12600
Bus ,FTG-130-LPO-222,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,Not Fraud,15,1,10,1.0,0.19411764705882353,22440
Car,FTG-133-CED-101,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",91,Not Fraud,7,6,11,1.0,0.91,9100
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,Not Fraud,22,0,11,inf,inf,0
Truck,FTG-133-CED-103,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",77,Fraud,14,6,12,2.2666666666666666,0.22647058823529412,26180
Van,FTG-133-CED-104,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",59,Not Fraud,5,0,12,1.0,0.45384615384615384,7670
Sedan,FTG-133-CED-105,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",88,Not Fraud,20,6,1,1.0,0.7333333333333333,10560
SUV,FTG-112-LPO-290,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",68,Not Fraud,12,3,1,1.0,0.4533333333333333,10200
Bus ,FTG-112-LPO-201,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,Not Fraud,3,4,2,1.0,0.2735294117647059,31620
Car,FTG-112-LPO-202,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",72,Not Fraud,19,2,2,1.0,0.72,7200
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",90,Not Fraud,10,4,3,inf,inf,0
Truck,FTG-112-LPO-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,Not Fraud,2,5,3,1.0,0.15588235294117647,18020
Van,FTG-112-LPO-205,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",80,Not Fraud,17,2,4,1.0,0.6153846153846154,10400
Sedan,FTG-112-WPO-206,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,Fraud,8,3,4,1.2,0.5583333333333333,8040
SUV,FTG-112-LPO-206,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,Not Fraud,0,1,5,1.0,0.64,14400
Bus ,FTG-112-LPO-292,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",45,Fraud,15,2,5,3.7777777777777777,0.1323529411764706,15300
Car,FTG-106-POU-988,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,Not Fraud,7,0,6,1.0,0.79,7900
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",62,Not Fraud,22,1,7,inf,inf,0
Truck,FTG-106-ZXC-322,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,Not Fraud,14,0,7,1.0,0.2529411764705882,29240
Van,FTG-106-OKM-099,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,Not Fraud,5,1,8,1.0,0.38461538461538464,6500
Sedan,FTG-105-LKJ-762,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",75,Not Fraud,20,6,8,1.0,0.625,9000
SUV,FTG-106-HGT-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",70,Not Fraud,12,0,9,1.0,0.4666666666666667,10500
Bus ,FTG-106-MKF-107,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,Not Fraud,3,5,9,1.0,0.2735294117647059,31620
Car,FTG-108-DCV-874,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,Not Fraud,19,6,10,1.0,0.58,5800
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",84,Not Fraud,10,4,11,inf,inf,0
Truck,FTG-107-POI-211,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",69,Fraud,1,5,11,2.2666666666666666,0.20294117647058824,23460
Van,FTG-107-WSX-987,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",97,Fraud,17,3,12,1.3,0.7461538461538462,12610
Sedan,FTG-107-QAZ-654,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",47,Not Fraud,8,4,12,1.0,0.39166666666666666,5640
SUV,FTG-107-KJH-321,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,Not Fraud,0,6,1,1.0,0.5466666666666666,12300
Bus ,FTG-107-VFR-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,Not Fraud,15,2,1,1.0,0.17941176470588235,20740
Car,FTG-107-YUI-765,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,Not Fraud,7,3,2,1.0,0.89,8900
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,Not Fraud,22,1,2,inf,inf,0
Truck,FTG-107-LMK-109,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,Not Fraud,13,3,3,1.0,0.22941176470588234,26520
Van,FTG-107-NJH-876,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",65,Not Fraud,5,4,3,1.0,0.5,8450
Sedan,FTG-107-RFD-543,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,Not Fraud,20,2,4,1.0,0.7666666666666667,11040
SUV,FTG-108-TGB-211,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",51,Not Fraud,12,4,5,1.0,0.34,7650
Bus ,FTG-101-BVC-987,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",76,Fraud,3,2,5,3.4,0.2235294117647059,25840
Car,FTG-102-XCV-654,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",60,Not Fraud,18,3,6,1.0,0.6,6000
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,Not Fraud,10,1,6,inf,inf,0
Truck,FTG-108-POU-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,Not Fraud,1,2,7,1.0,0.19705882352941176,22780
Van,FTG-108-ZXC-765,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",94,Not Fraud,17,0,7,1.0,0.7230769230769231,12220
Sedan,FTG-108-PLM-432,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,Not Fraud,8,1,8,1.0,0.38333333333333336,5520
SUV,FTG-108-HGT-111,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,Not Fraud,0,6,9,1.0,0.54,12150
Bus ,FTG-108-WSX-876,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",63,Fraud,15,0,9,2.2666666666666666,0.18529411764705883,21420
Car,FTG-109-QAZ-543,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",87,Not Fraud,6,5,10,1.0,0.87,8700
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,Not Fraud,22,6,10,inf,inf,0
Truck,FTG-109-YUI-987,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",74,Not Fraud,13,4,11,1.0,0.21764705882352942,25160
Van,FTG-109-BVC-654,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,Not Fraud,5,5,11,1.0,0.4461538461538462,7540
Sedan,FTG-104-DEF-110,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",83,Not Fraud,20,3,12,1.0,0.6916666666666667,9960
SUV,FTG-104-KJH-098,B-102,Express,Large,150,120,"12.84197701525119, 77.67547528176169",71,Fraud,12,5,12,1.25,0.47333333333333333,10650
Bus ,FTG-105-EDC-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",98,Not Fraud,3,4,1,1.0,0.28823529411764703,33320
Car,FTG-106-LMK-432,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",48,Not Fraud,18,0,1,1.0,0.48,4800
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,Not Fraud,10,2,2,inf,inf,0
Truck,FTG-108-VFR-876,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,Not Fraud,1,0,2,1.0,0.19411764705882353,22440
Van,FTG-109-WSX-543,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,Not Fraud,17,3,3,1.0,0.7153846153846154,12090
Sedan,FTG-100-QAZ-210,A-101,Express,Medium,120,60,"12.84197701525119, 77.67547528176169",54,Fraud,8,4,3,2.0,0.45,6480
SUV,FTG-111-XYZ-989,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",80,Not Fraud,0,2,4,1.0,0.5333333333333333,12000
Bus ,FTG-112-ABC-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,Not Fraud,16,3,5,1.0,0.18235294117647058,21080
Car,FTG-113-PQR-321,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,Not Fraud,7,1,5,1.0,0.89,8900
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",45,Not Fraud,23,2,6,inf,inf,0
Truck,FTG-115-LMN-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,Not Fraud,14,1,6,1.0,0.22647058823529412,26180
Van,FTG-116-GHI-454,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",70,Not Fraud,6,2,7,1.0,0.5384615384615384,9100
Sedan,FTG-117-JKL-109,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,Not Fraud,21,0,7,1.0,0.7666666666666667,11040
SUV,FTG-118-UVW-876,B-102,Express,Large,150,90,"12.84197701525119, 77.67547528176169",49,Fraud,12,1,8,1.6666666666666667,0.32666666666666666,7350
Bus ,FTG-119-RST-543,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,Not Fraud,4,6,9,1.0,0.22941176470588234,26520
Car,FTG-110-MVO-210,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,Not Fraud,19,0,9,1.0,0.67,6700
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",95,Not Fraud,11,5,10,inf,inf,0
Truck,FTG-112-ZXC-654,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",56,Fraud,2,6,10,2.2666666666666666,0.16470588235294117,19040
Van,FTG-113-POI-121,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",83,Not Fraud,18,4,11,1.0,0.6384615384615384,10790
Sedan,FTG-114-KVH-098,A-101,Express,Medium,120,90,"12.84197701525119, 77.67547528176169",68,Fraud,9,6,11,1.3333333333333333,0.5666666666666667,8160
SUV,FTG-115-DQV-765,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,Not Fraud,0,4,12,1.0,0.64,14400
Bus ,FTG-116-NBH-132,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,Not Fraud,16,5,12,1.0,0.13823529411764707,15980
Car,FTG-117-LWI-109,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",82,Fraud,7,4,1,1.25,0.82,8200
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",59,Not Fraud,23,0,1,inf,inf,0
Truck,FTG-119-FRD-543,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",87,Not Fraud,14,2,2,1.0,0.25588235294117645,29580
Van,FTG-120-TYU-110,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,Not Fraud,5,0,2,1.0,0.38461538461538464,6500
Sedan,FTG-121-BXC-987,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",76,Not Fraud,21,3,3,1.0,0.6333333333333333,9120
SUV,FTG-122-XXW-654,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",65,Not Fraud,12,4,3,1.0,0.43333333333333335,9750
Bus ,FTG-112-IXC-654,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,Not Fraud,4,2,4,1.0,0.2647058823529412,30600
Car,FTG-124-CDE-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",53,Not Fraud,19,3,5,1.0,0.53,5300
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",79,Not Fraud,11,2,5,inf,inf,0
Truck,FTG-126-PLM-172,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,Not Fraud,2,3,6,1.0,0.21470588235294116,24820
Van,FTG-127-HGT-119,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",97,Not Fraud,17,1,6,1.0,0.7461538461538462,12610
Sedan,FTG-128-WIX-876,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",44,Not Fraud,9,2,7,1.0,0.36666666666666664,5280
SUV,FTG-129-QPZ-543,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,Not Fraud,0,0,7,1.0,0.54,12150
Bus ,FTG-130-LPO-270,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",64,Fraud,16,1,8,3.4,0.18823529411764706,21760
Car,FTG-111-ZAS-987,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,Not Fraud,7,6,9,1.0,0.93,9300
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",57,Not Fraud,22,0,9,inf,inf,0
Truck,FTG-113-JOP-321,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,Not Fraud,14,6,10,1.0,0.2529411764705882,29240
Van,FTG-114-RFV-098,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",71,Not Fraud,5,0,10,1.0,0.5461538461538461,9230
Sedan,FTG-135-EPC-765,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",99,Not Fraud,21,5,11,1.0,0.825,11880
SUV,FTG-136-OEM-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",46,Not Fraud,12,0,11,1.0,0.30666666666666664,6900
Bus ,FTG-119-UTY-543,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,Not Fraud,4,5,12,1.0,0.2411764705882353,27880
Car,FTG-138-LEJ-876,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,Not Fraud,19,6,12,1.0,0.67,6700
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",94,Not Fraud,10,5,1,inf,inf,0
Truck,FTG-110-POU-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",52,Not Fraud,2,1,1,1.0,0.15294117647058825,17680
Van,FTG-111-ZXC-987,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",88,Not Fraud,17,2,2,1.0,0.676923076923077,11440
Sedan,FTG-112-VBN-654,A-101,Express,Medium,120,90,"12.84197701525119, 77.67547528176169",63,Fraud,9,0,2,1.3333333333333333,0.525,7560
SUV,FTG-423-NGK-321,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",91,Not Fraud,0,1,3,1.0,0.6066666666666667,13650
Bus ,FTG-472-QGZ-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",55,Not Fraud,16,2,3,1.0,0.16176470588235295,18700
Car,FTG-601-XYZ-997,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",81,Not Fraud,7,0,4,1.0,0.81,8100
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",58,Not Fraud,22,1,5,inf,inf,0
Truck,FTG-699-WSX-533,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",83,Fraud,14,0,5,2.2666666666666666,0.24411764705882352,28220
Van,FTG-876-CDE-132,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",66,Not Fraud,5,1,6,1.0,0.5076923076923077,8580
Sedan,FTG-883-LKJ-321,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",91,Not Fraud,21,6,6,1.0,0.7583333333333333,10920
SUV,FTG-890-RFD-219,B-102,Express,Large,150,130,"12.84197701525119, 77.67547528176169",49,Fraud,12,1,7,1.1538461538461537,0.32666666666666666,7350
Bus ,FTG-897-PLN-119,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,Not Fraud,3,6,7,1.0,0.22647058823529412,26180
Car,FTG-100-DEF-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",59,Not Fraud,19,0,8,1.0,0.59,5900
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",88,Not Fraud,10,5,9,inf,inf,0
Truck,FTG-018-UYT-076,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",68,Not Fraud,2,6,9,1.0,0.2,23120
Van,FTG-125-VBN-065,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",93,Fraud,17,4,10,1.3,0.7153846153846154,12090
Sedan,FTG-132-IXC-667,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",72,Not Fraud,9,5,10,1.0,0.6,8640
SUV,FTG-515-DCV-765,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",90,Not Fraud,0,3,11,1.0,0.6,13500
Bus ,FTG-522-XSW-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,Not Fraud,15,4,11,1.0,0.15588235294117647,18020
Car,FTG-529-QAZ-543,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",80,Not Fraud,7,2,12,1.0,0.8,8000
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",67,Not Fraud,22,3,12,inf,inf,0
Truck,FTG-543-QGE-321,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",96,Fraud,14,5,1,3.4,0.2823529411764706,32640
Van,FTG-550-HGT-210,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",45,Not Fraud,5,6,1,1.0,0.34615384615384615,5850
Sedan,FTG-543-QWE-321,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",79,Not Fraud,21,4,2,1.0,0.6583333333333333,9480
SUV,FTG-557-PLN-109,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",62,Not Fraud,13,6,3,1.0,0.41333333333333333,9300
Bus ,FTG-564-OKM-098,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,Not Fraud,4,0,3,1.0,0.2529411764705882,29240
Car,FTG-571-WSX-987,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",50,Not Fraud,20,5,4,1.0,0.5,5000
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",75,Not Fraud,11,0,4,inf,inf,0
Truck,FTG-585-GXC-765,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,Not Fraud,3,5,5,1.0,0.20588235294117646,23800
Van,FTG-585-ZXC-765,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,Not Fraud,18,6,5,1.0,0.7153846153846154,12090
Sedan,FTG-592-BVC-654,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",58,Fraud,9,4,6,1.2,0.48333333333333334,6960
SUV,FTG-599-WSX-543,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,Not Fraud,1,5,7,1.0,0.56,12600
Bus ,FTG-702-ABC-654,C-103,Express,Large,340,120,"12.84197701525119, 77.67547528176169",69,Fraud,16,3,7,2.8333333333333335,0.20294117647058824,23460
Car,FTG-709-RST-534,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",97,Not Fraud,8,4,8,1.0,0.97,9700
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",47,Not Fraud,23,2,8,inf,inf,0
Truck,FTG-723-NMK-321,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,Not Fraud,15,4,9,1.0,0.2411764705882353,27880
Van,FTG-730-LPO-210,B-102,Express,Medium,130,90,"12.84197701525119, 77.67547528176169",61,Fraud,6,2,9,1.4444444444444444,0.46923076923076923,7930
Sedan,FTG-737-NJI-109,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",89,Not Fraud,21,3,10,1.0,0.7416666666666667,10680
SUV,FTG-744-MKH-098,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",54,Not Fraud,13,1,10,1.0,0.36,8100
Bus ,FTG-751-YUI-987,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,Not Fraud,4,2,11,1.0,0.22941176470588234,26520
Car,FTG-758-VFR-876,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",65,Not Fraud,20,0,12,1.0,0.65,6500
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",92,Not Fraud,11,2,12,inf,inf,0
Truck,FTG-772-QAZ-654,C-103,Express,Large,340,120,"12.84197701525119, 77.67547528176169",51,Fraud,2,5,1,2.8333333333333335,0.15,17340
Van,FTG-779-RFD-543,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",76,Not Fraud,18,1,1,1.0,0.5846153846153846,9880
Sedan,FTG-786-PLM-432,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",60,Not Fraud,9,2,2,1.0,0.5,7200
SUV,FTG-793-NBH-367,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",85,Not Fraud,1,0,2,1.0,0.5666666666666667,12750
Bus ,FTG-800-QAZ-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,Not Fraud,16,1,3,1.0,0.19705882352941176,22780
Car,FTG-807-JKL-109,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",94,Not Fraud,8,2,3,1.0,0.94,9400
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",46,Not Fraud,23,0,4,inf,inf,0
Truck,FTG-821-BVC-887,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",81,Not Fraud,14,2,5,1.0,0.23823529411764705,27540
Van,FTG-828-WSX-820,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",63,Not Fraud,6,0,5,1.0,0.4846153846153846,8190
Sedan,FTG-836-OKM-432,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",87,Not Fraud,21,1,6,1.0,0.725,10440
SUV,FTG-843-QWE-321,B-102,Express,Large,150,130,"12.84197701525119, 77.67547528176169",52,Fraud,13,0,6,1.1538461538461537,0.3466666666666667,7800
Bus ,FTG-850-HGT-210,C-103,Regular,Large,340,90,"12.84197701525119, 77.67547528176169",74,Fraud,4,1,7,3.7777777777777777,0.21764705882352942,25160
Car,FTG-857-PLN-109,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,Not Fraud,20,6,7,1.0,0.58,5800
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",83,Not Fraud,12,1,8,inf,inf,0
Truck,FTG-871-WSX-987,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",71,Not Fraud,3,6,9,1.0,0.2088235294117647,24140
Van,FTG-878-NJH-876,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",98,Not Fraud,19,0,9,1.0,0.7538461538461538,12740
Sedan,FTG-885-ZXC-757,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",48,Not Fraud,10,5,10,1.0,0.4,5760
SUV,FTG-892-BVC-654,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",85,Not Fraud,2,6,10,1.0,0.5666666666666667,12750
Bus ,FTG-899-WSX-543,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,Not Fraud,17,4,11,1.0,0.19411764705882353,22440
Car,FTG-906-GHI-432,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,Not Fraud,8,5,11,1.0,0.93,9300
Motorcycle,FTG-000-QAZ-210,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,Not Fraud,0,3,12,inf,inf,0
